bitrix_id;company_id;omni_id
46833;d90066ba-ba92-4888-baf0-07b604aa3b71;1964144
46829;464866b5-d498-4176-acb2-5d97518292b6;1990149
46795;6043aa54-1b50-44ca-a820-a8a4f515eebf;
46781;fe1294e1-741d-4733-8c0b-4c62a5cb03a7;1193505
46779;fe1294e1-741d-4733-8c0b-4c62a5cb03a7;1193505
46749;38faf187-ef79-45ba-a938-ec20ee960ddd;
46727;ec7208d9-4320-4eac-aef5-730f792b70ef;1940717
46699;4abbd459-b91d-4603-ba9f-3a43b1b92d1d;1986852
46675;1f6b609f-cd1c-404c-a404-fb7c3a2de432;
46631;9a95474d-e4fc-4994-99f1-1ac44115a5c9;1996578
46581;4931fde2-0ded-4354-b7ff-6d58cb06620a;1985920
46565;6b66e4dd-5840-4d3f-9fbb-a343b4b297e6;
46483;6f6db016-5d3d-4310-8b54-344704ee28dc;1450029
46455;1ce022c7-d413-4fcf-8f2e-ece61af5c626;1484091
46405;a3fde565-7350-4dd4-b53b-ca7fc7a0a9e0;
46403;41de3d89-35ab-4656-8c9c-f295008d8a69;1964876
46401;b61f3092-2ed8-40c5-b958-2a2195938ec1;
46353;8c51d2bc-bef7-4fa0-8daf-e98c375db66e;1998431
46351;522a1fe7-4d54-4fd8-a0aa-b5497c25ccbf;1781419
46319;4b6cd164-dff7-4cf7-a38b-e6fe43e2ee48;1985915
46313;1297123f-9dc1-4bfb-aa65-c639de0e9028;1979422
46307;730cd011-e867-4e64-afb4-542adc2cf118;
46305;8e53723a-bd53-448a-a6ef-c95813ac4e2a;1909690
46271;d77fd9ef-9327-4549-a84e-ec10f687d4fd;1989218
46209;3409de33-c1a0-47c8-99b9-ba7f744d6cd8;
46161;f6a036ef-9486-439e-b3f4-8985a5d2a5c3;1978325
46149;b3ad9c85-08b4-4af7-87b0-b71d74cba64f;1977686
46139;c36c5bf3-820b-4098-aa7f-9306d4c0ae3b;1995380
46047;827b1c35-3924-4998-8794-40789751073a;
46033;0cf14ec3-34d6-4532-977c-e4975deb6de1;1940720
46009;4c5d36e1-d530-4419-be8e-5c0a1109c5ea;
45983;30f9846a-4aa0-471b-8c4a-3a9a8f0cfdf8;1219974
45971;f6aa98f8-40f7-4cd3-8f34-ea1466a636e0;1986172
45951;4d29c9ca-6c6c-48e5-9fe7-43b6b1663515;
45933;05e81b30-14d2-44f9-b6b8-cf2716934dc9;
45923;12bf88dc-6be4-4b4a-817c-88a93fbeb157;1976266
45891;03740f71-bcec-4c12-bac9-bbab181f0689;
45883;80dea30a-4e8a-4d53-829d-71bf54c1d563;1975949
45875;e537d975-b17b-4c40-99f1-61d680dbef5f;1238913
45873;d9bcaee2-7fac-4548-a01a-a50c6f769376;1176409
45871;d1d8d59b-6754-4539-80c2-3e072720ab79;
45869;cce2a4fd-abb5-49c1-b432-d6158556710b;
45867;acb465c8-4cf4-4fed-942f-d5519920c2e3;1251966
45865;a754c168-ba12-44ae-a1fd-31a973b6c7c2;1502367
45863;9f1ac6f8-1b07-4d1b-9274-6355c689f54d;
45861;98031f84-bdc8-4bd6-9bfc-e7065760e8b4;1246663
45859;96088f90-d971-41e7-b208-3d8fb6f6a4c2;
45857;87bcc8d1-ccbc-4d7b-8eba-6fa865c3f7a4;
45855;82e08a24-77e2-49bd-9996-970a74ccb5d7;
45853;7c7ffa99-afcd-4db7-8318-f67c9834bb6c;
45851;6c32cf1c-2177-4ed1-bb81-5962cdccd92c;
45849;682ff0f8-6d8a-482e-ae06-07c8d4dac5cf;1176279
45847;6377566d-5fb7-4497-be66-ff444fe62872;
45845;5d93748f-6a4f-49fb-b61b-5e48f876fd8d;
45843;5a8a0e49-dd5e-4c32-8c5d-d770d2a328db;1298643
45841;4f5aeeed-e179-4d07-b37f-8c550a50fd51;
45839;4d29c9ca-6c6c-48e5-9fe7-43b6b1663515;
